"Model","Scenario","Catchment","Period","Pct_Q95","Pct_BFI"
"CM5.ssp5","ssp5",25006,"2080s",-41.162396880389,-51.6608261545739
"CM6.ssp5","ssp5",25006,"2080s",-40.605051953882,-45.5287365538595
"CM7.ssp5","ssp5",25006,"2080s",-41.4075471646031,-38.3305006913963
"CM8.ssp5","ssp5",25006,"2080s",-27.3387651963357,-15.4120426986498
"CM9.ssp5","ssp5",25006,"2080s",-35.9785944681363,-28.3527716531053
"CM10.ssp5","ssp5",25006,"2080s",-25.8693340896169,-29.6588377150367
"CM11.ssp5","ssp5",25006,"2080s",-17.1053408433408,-20.5984398367427
"CM12.ssp5","ssp5",25006,"2080s",-22.2277069601324,-18.9852093811371
"CM1.ssp1","ssp1",25030,"2080s",-0.785320906587594,-7.90452230526321
"CM2.ssp1","ssp1",25030,"2080s",-2.53659972986295,-5.29211305592649
"CM3.ssp1","ssp1",25030,"2080s",0.237505606146289,-7.29486712034286
"CM4.ssp1","ssp1",25030,"2080s",22.0860224483803,-2.27856726199873
"CM5.ssp1","ssp1",25030,"2080s",-3.607560813168,-10.4798027237563
"CM6.ssp1","ssp1",25030,"2080s",-6.64377963478639,-9.59432491094678
"CM7.ssp1","ssp1",25030,"2080s",-5.53957808300408,-4.33711569894407
"CM8.ssp1","ssp1",25030,"2080s",-3.2056626545324,-11.1509176657308
"CM9.ssp1","ssp1",25030,"2080s",-0.477078717988473,-5.7507637103869
"CM10.ssp1","ssp1",25030,"2080s",3.33164951652234,-0.924329361345517
"CM11.ssp1","ssp1",25030,"2080s",0.382042047028471,-0.632227360927252
"CM12.ssp1","ssp1",25030,"2080s",-0.491946392672512,-3.99973490476483
"CM1.ssp3","ssp3",25030,"2080s",-8.63905952128787,-17.2432182695912
"CM2.ssp3","ssp3",25030,"2080s",-11.7110173668679,-17.1824496358687
"CM3.ssp3","ssp3",25030,"2080s",-8.12653965901631,-13.5226198029792
"CM4.ssp3","ssp3",25030,"2080s",3.16262518752384,-11.122343921159
"CM5.ssp3","ssp3",25030,"2080s",-13.7436173924075,-24.3172291857297
"CM6.ssp3","ssp3",25030,"2080s",-10.7483721576918,-14.3610713682404
"CM7.ssp3","ssp3",25030,"2080s",-10.5474092646424,-14.0053380117179
"CM8.ssp3","ssp3",25030,"2080s",-9.5556642854813,-13.7662474442809
"CM9.ssp3","ssp3",25030,"2080s",-11.9471001474025,-14.0044526270966
"CM10.ssp3","ssp3",25030,"2080s",-7.05844040955211,-8.95042437111364
"CM11.ssp3","ssp3",25030,"2080s",-5.71903370641406,-13.9279322242157
"CM12.ssp3","ssp3",25030,"2080s",-0.700846302536064,-4.49657156519827
"CM1.ssp5","ssp5",25030,"2080s",-11.4440796441432,-20.4524640142074
"CM2.ssp5","ssp5",25030,"2080s",-14.9977275200522,-18.8844598464094
"CM3.ssp5","ssp5",25030,"2080s",-6.71840570949438,-13.129166043494
"CM4.ssp5","ssp5",25030,"2080s",9.71669118262595,-10.1886586093797
"CM5.ssp5","ssp5",25030,"2080s",-14.8879938261816,-29.1263476212664
"CM6.ssp5","ssp5",25030,"2080s",-12.4142223585164,-21.6026105284148
"CM7.ssp5","ssp5",25030,"2080s",-13.7190700552372,-17.5415438952911
"CM8.ssp5","ssp5",25030,"2080s",-10.2858074827935,-12.0218081301651
"CM9.ssp5","ssp5",25030,"2080s",-11.6790502231041,-14.1072327628485
"CM10.ssp5","ssp5",25030,"2080s",-8.52207894109291,-8.83973349776323
"CM11.ssp5","ssp5",25030,"2080s",-4.57831071259605,-8.5942648769249
"CM12.ssp5","ssp5",25030,"2080s",-5.70928611679567,-9.90139474583106
"CM1.ssp1","ssp1",25034,"2080s",-2.82928169207527,-7.37051554073508
"CM2.ssp1","ssp1",25034,"2080s",0.417306690751365,0.0486028598336832
"CM3.ssp1","ssp1",25034,"2080s",-0.767369977153611,-8.60917637198924
"CM4.ssp1","ssp1",25034,"2080s",-1.78261887235364,-12.4760131924034
"CM5.ssp1","ssp1",25034,"2080s",-2.17089226004727,-10.4657242765793
"CM6.ssp1","ssp1",25034,"2080s",-5.12594466913869,-9.24932191641458
"CM7.ssp1","ssp1",25034,"2080s",-6.26753349357578,-6.31741463946557
"CM8.ssp1","ssp1",25034,"2080s",-4.32602840963945,-10.6429586664329
"CM9.ssp1","ssp1",25034,"2080s",-0.0309909351514634,-3.17517569292847
"CM10.ssp1","ssp1",25034,"2080s",3.20789116288161,-3.99011284725942
"CM11.ssp1","ssp1",25034,"2080s",4.73817154652616,-0.674811972850628
"CM12.ssp1","ssp1",25034,"2080s",-0.0558041376231585,-3.94743780419979
"CM1.ssp3","ssp3",25034,"2080s",-7.64318088174701,-16.4459919730381
"CM2.ssp3","ssp3",25034,"2080s",-6.19103812455911,-9.99976437585647
"CM3.ssp3","ssp3",25034,"2080s",-7.11329122429782,-10.6945345952258
"CM4.ssp3","ssp3",25034,"2080s",-7.36487884636913,-15.4882944380302
"CM5.ssp3","ssp3",25034,"2080s",-7.93875115374084,-24.4178822950787
"CM6.ssp3","ssp3",25034,"2080s",-7.94026797310848,-14.450250204312
"CM7.ssp3","ssp3",25034,"2080s",-10.365098388425,-11.8451180926749
"CM8.ssp3","ssp3",25034,"2080s",-6.76951040477244,-9.84651678716283
"CM9.ssp3","ssp3",25034,"2080s",-8.34301800056816,-10.5444809515862
"CM10.ssp3","ssp3",25034,"2080s",-3.82999086733369,-10.8126371721884
"CM11.ssp3","ssp3",25034,"2080s",-5.41311315117604,-12.520344822913
"CM12.ssp3","ssp3",25034,"2080s",-0.234377378017228,-4.02561930970581
"CM1.ssp5","ssp5",25034,"2080s",-8.68699354484274,-16.4406694946416
"CM2.ssp5","ssp5",25034,"2080s",-9.3290789586451,-11.5589253757612
"CM3.ssp5","ssp5",25034,"2080s",-4.24942884020965,-10.2388266366088
"CM4.ssp5","ssp5",25034,"2080s",-5.06223052942594,-15.4887834230762
"CM5.ssp5","ssp5",25034,"2080s",-8.78263015717924,-27.4228013893435
"CM6.ssp5","ssp5",25034,"2080s",-9.34541074180502,-20.0154068742233
"CM7.ssp5","ssp5",25034,"2080s",-11.5006327122264,-12.9112890981204
"CM8.ssp5","ssp5",25034,"2080s",-6.42595816785457,-7.17834146980749
"CM9.ssp5","ssp5",25034,"2080s",-9.59169442937939,-10.9965848191622
"CM10.ssp5","ssp5",25034,"2080s",-6.03261473965161,-10.5789662717419
"CM11.ssp5","ssp5",25034,"2080s",-4.21125536422401,-7.54017108843946
"CM12.ssp5","ssp5",25034,"2080s",-3.62456329034725,-9.69673178985693
"CM1.ssp1","ssp1",26021,"2080s",-3.12787356321839,-7.8894150972853
"CM2.ssp1","ssp1",26021,"2080s",0.0170061534510441,-0.284751346313733
"CM3.ssp1","ssp1",26021,"2080s",-1.08485575227481,-7.7486740444767
"CM4.ssp1","ssp1",26021,"2080s",-1.64672102167416,-11.9636537526729
"CM5.ssp1","ssp1",26021,"2080s",-2.40842165161106,-10.6639553400837
"CM6.ssp1","ssp1",26021,"2080s",-5.28032072954678,-8.70042693177194
"CM7.ssp1","ssp1",26021,"2080s",-6.41423734991274,-6.09383349347764
"CM8.ssp1","ssp1",26021,"2080s",-4.48401061304286,-9.93808677882602
"CM9.ssp1","ssp1",26021,"2080s",0.096506205416498,-2.62882683020605
"CM10.ssp1","ssp1",26021,"2080s",3.48318787870278,-3.18730651195712
"CM11.ssp1","ssp1",26021,"2080s",4.69021424435437,-0.716841262562309
"CM12.ssp1","ssp1",26021,"2080s",-0.911914172783732,-3.76187994559343
"CM1.ssp3","ssp3",26021,"2080s",-8.10201149425288,-16.8236129717676
"CM2.ssp3","ssp3",26021,"2080s",-6.43283784112088,-9.74275389350174
"CM3.ssp3","ssp3",26021,"2080s",-7.42893418917966,-10.1595707971254
"CM4.ssp3","ssp3",26021,"2080s",-7.30649867326641,-15.2848835579062
"CM5.ssp3","ssp3",26021,"2080s",-8.05889465822604,-24.0791739073416
"CM6.ssp3","ssp3",26021,"2080s",-7.96247803101421,-14.047103010528
"CM7.ssp3","ssp3",26021,"2080s",-10.6969376239775,-12.0298995589862
"CM8.ssp3","ssp3",26021,"2080s",-7.00460829493087,-9.30364247703996
"CM9.ssp3","ssp3",26021,"2080s",-8.77126679579152,-10.7229965836872
"CM10.ssp3","ssp3",26021,"2080s",-4.13474973144136,-10.3680375430166
"CM11.ssp3","ssp3",26021,"2080s",-5.3964986024434,-12.4972463676307
"CM12.ssp3","ssp3",26021,"2080s",-1.19424054206663,-3.98574609800782
"CM1.ssp5","ssp5",26021,"2080s",-9.0948275862069,-16.8209859194229
"CM2.ssp5","ssp5",26021,"2080s",-9.43841516532411,-11.4599659836616
"CM3.ssp5","ssp5",26021,"2080s",-4.79085843267264,-10.1925355617875
"CM4.ssp5","ssp5",26021,"2080s",-5.13515540460911,-15.4728093399466
"CM5.ssp5","ssp5",26021,"2080s",-9.00633046447116,-27.0407350058657
"CM6.ssp5","ssp5",26021,"2080s",-9.65364879267629,-19.5877700084081
"CM7.ssp5","ssp5",26021,"2080s",-11.8366545872556,-12.9881257700775
"CM8.ssp5","ssp5",26021,"2080s",-6.87334171205138,-6.61850242463583
"CM9.ssp5","ssp5",26021,"2080s",-9.93608994648293,-11.1046494983621
"CM10.ssp5","ssp5",26021,"2080s",-6.52755446649862,-10.3113700153213
"CM11.ssp5","ssp5",26021,"2080s",-4.28131277388178,-7.69239490640428
"CM12.ssp5","ssp5",26021,"2080s",-4.70214568040655,-9.37847314166568
"CM1.ssp1","ssp1",26058,"2080s",-3.21527567099432,-7.53850353107806
"CM2.ssp1","ssp1",26058,"2080s",-0.235049811138473,0.0621051708163055
"CM3.ssp1","ssp1",26058,"2080s",-1.27728101137775,-6.16831448732269
"CM4.ssp1","ssp1",26058,"2080s",-4.5305900684791,-7.48151074376306
"CM5.ssp1","ssp1",26058,"2080s",-2.58552453516221,-10.4615742277558
"CM6.ssp1","ssp1",26058,"2080s",-7.14115881388706,-7.44611666806376
"CM7.ssp1","ssp1",26058,"2080s",-6.75312395655086,-6.44852860657903
"CM8.ssp1","ssp1",26058,"2080s",-4.68315655148412,-10.5200668599499
"CM9.ssp1","ssp1",26058,"2080s",0.121333845577751,-2.61992786017676
"CM10.ssp1","ssp1",26058,"2080s",3.84293229651904,-3.14192508050948
"CM11.ssp1","ssp1",26058,"2080s",-0.572177805707815,-6.91885460372211
"CM12.ssp1","ssp1",26058,"2080s",-0.878889788607189,-3.84203985114786
"CM1.ssp3","ssp3",26058,"2080s",-8.49921822127838,-17.059691021608
"CM2.ssp3","ssp3",26058,"2080s",-7.03929365539805,-10.2278009937371
"CM3.ssp3","ssp3",26058,"2080s",-8.30425360327477,-10.215588028894
"CM4.ssp3","ssp3",26058,"2080s",-9.89230942715381,-11.8854803752241
"CM5.ssp3","ssp3",26058,"2080s",-8.82030017209594,-24.5755313551329
"CM6.ssp3","ssp3",26058,"2080s",-8.1438019169731,-13.288526001859
"CM7.ssp3","ssp3",26058,"2080s",-11.2535654795306,-12.5928264271697
"CM8.ssp3","ssp3",26058,"2080s",-7.4658481296031,-10.2878619934124
"CM9.ssp3","ssp3",26058,"2080s",-9.05700016048164,-11.1331345289833
"CM10.ssp3","ssp3",26058,"2080s",-4.20085183834138,-10.4039022865324
"CM11.ssp3","ssp3",26058,"2080s",-5.04977623645361,-14.1826228470752
"CM12.ssp3","ssp3",26058,"2080s",-1.25265807389749,-4.07924489193095
"CM1.ssp5","ssp5",26058,"2080s",-9.54418281435153,-17.2049075128607
"CM2.ssp5","ssp5",26058,"2080s",-10.3055896538244,-12.1574491501567
"CM3.ssp5","ssp5",26058,"2080s",-5.6140122892914,-10.3003933610298
"CM4.ssp5","ssp5",26058,"2080s",-7.84306187722967,-13.1523833896038
"CM5.ssp5","ssp5",26058,"2080s",-9.80461748229251,-27.6160704185711
"CM6.ssp5","ssp5",26058,"2080s",-10.3035731583509,-19.9507177893455
"CM7.ssp5","ssp5",26058,"2080s",-12.4884411871824,-13.753989810158
"CM8.ssp5","ssp5",26058,"2080s",-7.38909460311091,-7.20488777930147
"CM9.ssp5","ssp5",26058,"2080s",-10.3914293078378,-11.4033643766419
"CM10.ssp5","ssp5",26058,"2080s",-6.68035980065305,-10.4058418500692
"CM11.ssp5","ssp5",26058,"2080s",-5.26390650679308,-10.1710726025679
"CM12.ssp5","ssp5",26058,"2080s",-4.98016343775226,-9.53269567470725
"CM1.ssp1","ssp1",27002,"2080s",2.45217047170106,-23.9926394255454
"CM2.ssp1","ssp1",27002,"2080s",-6.56842032348561,-7.02218911406617
"CM3.ssp1","ssp1",27002,"2080s",0.750907196493364,-10.5193241308429
"CM4.ssp1","ssp1",27002,"2080s",105.995295282902,25.3596675243466
"CM5.ssp1","ssp1",27002,"2080s",-14.9798733818388,-25.909225157245
"CM6.ssp1","ssp1",27002,"2080s",-30.5032258064516,-25.1057504927631
"CM7.ssp1","ssp1",27002,"2080s",-22.4193945360571,-5.4578703262787
"CM8.ssp1","ssp1",27002,"2080s",-15.1433307726519,-22.6930467461899
"CM9.ssp1","ssp1",27002,"2080s",-5.78068325926153,-9.26155476631775
"CM10.ssp1","ssp1",27002,"2080s",20.131401170954,2.65536033544589
"CM11.ssp1","ssp1",27002,"2080s",-0.0669521364474802,-3.16771572768755
"CM12.ssp1","ssp1",27002,"2080s",-10.6994232001709,-5.43113813780272
"CM1.ssp3","ssp3",27002,"2080s",-33.3361792784725,-44.3926648955864
"CM2.ssp3","ssp3",27002,"2080s",-45.7453449761242,-42.5839838195065
"CM3.ssp3","ssp3",27002,"2080s",-32.7436855531204,-26.7561706877504
"CM4.ssp3","ssp3",27002,"2080s",10.6113656060418,0.937433408614972
"CM5.ssp3","ssp3",27002,"2080s",-55.1321931399414,-60.3106912615057
"CM6.ssp3","ssp3",27002,"2080s",-43.15,-37.9335847214405
"CM7.ssp3","ssp3",27002,"2080s",-41.9521113884884,-36.4231819324082
"CM8.ssp3","ssp3",27002,"2080s",-38.1948543780913,-39.7064402970408
"CM9.ssp3","ssp3",27002,"2080s",-44.3814780694823,-33.5163467806775
"CM10.ssp3","ssp3",27002,"2080s",-25.056295864572,-19.3667262678643
"CM11.ssp3","ssp3",27002,"2080s",-28.0616152323335,-34.2894031004168
"CM12.ssp3","ssp3",27002,"2080s",1.14078188421277,-10.2836872494817
"CM1.ssp5","ssp5",27002,"2080s",-48.6214019567911,-55.6045318140956
"CM2.ssp5","ssp5",27002,"2080s",-56.1595608353825,-49.59444614835
"CM3.ssp5","ssp5",27002,"2080s",-25.3301835950131,-26.0042688869442
"CM4.ssp5","ssp5",27002,"2080s",46.7237835830135,2.39998001472918
"CM5.ssp5","ssp5",27002,"2080s",-62.249645658131,-65.6124208295309
"CM6.ssp5","ssp5",27002,"2080s",-51.2290322580645,-48.8299814111261
"CM7.ssp5","ssp5",27002,"2080s",-53.2980556239232,-46.2052163485843
"CM8.ssp5","ssp5",27002,"2080s",-42.3100940264244,-35.8359060679536
"CM9.ssp5","ssp5",27002,"2080s",-36.9819568058034,-23.970500819339
"CM10.ssp5","ssp5",27002,"2080s",-30.3593221536369,-25.4064656027555
"CM11.ssp5","ssp5",27002,"2080s",-20.8406105649508,-26.2404274791134
"CM12.ssp5","ssp5",27002,"2080s",-24.3399273659474,-20.0359854613761
"CM1.ssp1","ssp1",30007,"2080s",-0.975904640963325,-7.23560964725267
"CM2.ssp1","ssp1",30007,"2080s",1.24228032785729,-2.10580991452701
"CM3.ssp1","ssp1",30007,"2080s",-0.150946157235322,-6.90084831699372
"CM4.ssp1","ssp1",30007,"2080s",0.925720376507174,-14.7397982606531
"CM5.ssp1","ssp1",30007,"2080s",-2.84109766738084,-10.9538390133117
"CM6.ssp1","ssp1",30007,"2080s",-5.80896275532554,-8.99070741233882
"CM7.ssp1","ssp1",30007,"2080s",-4.79286444776112,-1.92358207395275
"CM8.ssp1","ssp1",30007,"2080s",-6.64464730703024,-12.214375534274
"CM9.ssp1","ssp1",30007,"2080s",0.100543984528848,-3.98469791989927
"CM10.ssp1","ssp1",30007,"2080s",3.46879160967433,-0.112970132944032
"CM11.ssp1","ssp1",30007,"2080s",0.35828395316053,-0.544540346388681
"CM12.ssp1","ssp1",30007,"2080s",-0.169691714851464,-3.22204846628138
"CM1.ssp3","ssp3",30007,"2080s",-7.63448407369391,-17.0023936676092
"CM2.ssp3","ssp3",30007,"2080s",-9.10699882975295,-14.4598859828189
"CM3.ssp3","ssp3",30007,"2080s",-7.33464715341634,-12.5729633922923
"CM4.ssp3","ssp3",30007,"2080s",-6.76983614965719,-20.6868789908159
"CM5.ssp3","ssp3",30007,"2080s",-10.3017681584329,-26.0098903775272
"CM6.ssp3","ssp3",30007,"2080s",-9.13821869965601,-13.9592361619812
"CM7.ssp3","ssp3",30007,"2080s",-9.78433415037526,-12.4474687733047
"CM8.ssp3","ssp3",30007,"2080s",-10.9402867281054,-8.8405140780222
"CM9.ssp3","ssp3",30007,"2080s",-9.0318676699509,-10.210732332959
"CM10.ssp3","ssp3",30007,"2080s",-5.91444399806469,-8.34853158432415
"CM11.ssp3","ssp3",30007,"2080s",-5.02300368786077,-14.2302493238581
"CM12.ssp3","ssp3",30007,"2080s",-0.318102743784498,-3.15777705437985
"CM1.ssp5","ssp5",30007,"2080s",-10.0960325220404,-19.4836815970095
"CM2.ssp5","ssp5",30007,"2080s",-11.4061070748605,-17.17859813034
"CM3.ssp5","ssp5",30007,"2080s",-6.0857227839625,-12.6022629496023
"CM4.ssp5","ssp5",30007,"2080s",-5.37248003462135,-20.7749680287287
"CM5.ssp5","ssp5",30007,"2080s",-11.2228625537231,-29.1527938904479
"CM6.ssp5","ssp5",30007,"2080s",-10.8974803970148,-20.6737044942856
"CM7.ssp5","ssp5",30007,"2080s",-12.339389567648,-15.1161456116759
"CM8.ssp5","ssp5",30007,"2080s",-10.1877342016791,-7.42405629752212
"CM9.ssp5","ssp5",30007,"2080s",-10.8465865086294,-11.5558579340734
"CM10.ssp5","ssp5",30007,"2080s",-7.44153631106336,-8.49741126137009
"CM11.ssp5","ssp5",30007,"2080s",-4.01641562554278,-8.91203397717037
"CM12.ssp5","ssp5",30007,"2080s",-5.48251894301983,-8.25025405108666
"CM1.ssp1","ssp1",32012,"2080s",-1.42038564472011,-6.26563692340516
"CM2.ssp1","ssp1",32012,"2080s",-0.790822692888326,-1.28387860979588
"CM3.ssp1","ssp1",32012,"2080s",0.264483415036821,-7.16100887598256
"CM4.ssp1","ssp1",32012,"2080s",4.49162747136256,-14.360349109738
"CM5.ssp1","ssp1",32012,"2080s",-5.20052526750316,-12.6796415995645
"CM6.ssp1","ssp1",32012,"2080s",-7.89836319026653,-7.52818157048919
"CM7.ssp1","ssp1",32012,"2080s",-8.86590819136484,-4.49753607565772
"CM8.ssp1","ssp1",32012,"2080s",-9.47875565892762,-12.5062052960861
"CM9.ssp1","ssp1",32012,"2080s",-1.32219202661682,-2.82288590117678
"CM10.ssp1","ssp1",32012,"2080s",4.28315144266706,-0.549152524616257
"CM11.ssp1","ssp1",32012,"2080s",-2.53514962977031,-0.666324241008425
"CM12.ssp1","ssp1",32012,"2080s",-3.60323670126334,-4.45142843591776
"CM1.ssp3","ssp3",32012,"2080s",-9.8056170083536,-16.7895328737839
"CM2.ssp3","ssp3",32012,"2080s",-17.5384262914793,-19.8580278841197
"CM3.ssp3","ssp3",32012,"2080s",-12.9782180219336,-14.2904081213774
"CM4.ssp3","ssp3",32012,"2080s",-11.3209760917222,-22.27397754944
"CM5.ssp3","ssp3",32012,"2080s",-19.1875527518949,-29.7619143710407
"CM6.ssp3","ssp3",32012,"2080s",-15.2446812086176,-13.3785979733718
"CM7.ssp3","ssp3",32012,"2080s",-14.7313195280723,-15.1154015673017
"CM8.ssp3","ssp3",32012,"2080s",-17.7605183370021,-14.0040456968435
"CM9.ssp3","ssp3",32012,"2080s",-11.886854317491,-10.4794714967908
"CM10.ssp3","ssp3",32012,"2080s",-10.6916828624109,-10.433007909339
"CM11.ssp3","ssp3",32012,"2080s",-10.8079821810833,-13.2417004496714
"CM12.ssp3","ssp3",32012,"2080s",-4.49509846269031,-3.98345848928516
"CM1.ssp5","ssp5",32012,"2080s",-18.4363315034576,-25.1264275517248
"CM2.ssp5","ssp5",32012,"2080s",-20.387515393018,-23.9013220295219
"CM3.ssp5","ssp5",32012,"2080s",-8.7321642155624,-15.8452217529689
"CM4.ssp5","ssp5",32012,"2080s",-5.71884359272562,-23.1285654693424
"CM5.ssp5","ssp5",32012,"2080s",-21.4159603410469,-33.3358507648081
"CM6.ssp5","ssp5",32012,"2080s",-17.531845528182,-22.7144853732365
"CM7.ssp5","ssp5",32012,"2080s",-21.1112701794572,-18.420922471026
"CM8.ssp5","ssp5",32012,"2080s",-15.6796943140757,-11.6299747067122
"CM9.ssp5","ssp5",32012,"2080s",-12.6753820436949,-10.7533045271167
"CM10.ssp5","ssp5",32012,"2080s",-13.339479410641,-10.5111218309904
"CM11.ssp5","ssp5",32012,"2080s",-10.1895220971494,-8.84752125956199
"CM12.ssp5","ssp5",32012,"2080s",-10.895276176842,-10.5836167903629
"CM1.ssp1","ssp1",33001,"2080s",-2.08839242350655,-7.676553810239
"CM2.ssp1","ssp1",33001,"2080s",-0.100427534360548,-1.64777035883162
"CM3.ssp1","ssp1",33001,"2080s",-1.35483682179778,-6.3160023501639
"CM4.ssp1","ssp1",33001,"2080s",4.87563828034921,-18.5058574339073
"CM5.ssp1","ssp1",33001,"2080s",-5.43453412638045,-13.2741718237035
"CM6.ssp1","ssp1",33001,"2080s",-7.71373991674799,-7.32322853203123
"CM7.ssp1","ssp1",33001,"2080s",-8.47698744769876,-4.89803153834733
"CM8.ssp1","ssp1",33001,"2080s",-9.3342144391211,-12.5969549678837
"CM9.ssp1","ssp1",33001,"2080s",0.0160129417416287,4.25405081461889
"CM10.ssp1","ssp1",33001,"2080s",3.10982897177004,4.54308910076317
"CM11.ssp1","ssp1",33001,"2080s",2.43701156611442,0.688172526331947
"CM12.ssp1","ssp1",33001,"2080s",-5.08283265334917,-8.47913310026467
"CM1.ssp3","ssp3",33001,"2080s",-9.54597980271643,-17.4344747335571
